tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	cooling_rate	cooling_rate_corr	cooling_rate_mcd	description	dip	geologic_classes	geologic_types	height	igsn	lat	lithologies	location	lon	method_codes	orientation_quality	sample	sample_alternatives	scientists	site	texture	timestamp
294.0		14.1	98.3	This study					-61.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030a			16tr030		3916:6:3
291.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-61.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030a			16tr030		3916:6:3
293.0		14.1	98.3	This study					-63.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030b			16tr030		3916:6:3
290.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-63.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030b			16tr030		3916:6:3
290.0		14.1	98.3	This study					-65.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030c			16tr030		3916:6:3
287.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-65.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030c			16tr030		3916:6:3
291.0		14.1	98.3	This study					-69.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030d			16tr030		3916:6:3
288.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-69.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030d			16tr030		3916:6:3
292.0		14.1	98.3	This study					-76.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030e			16tr030		3916:6:3
289.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-76.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030e			16tr030		3916:6:3
285.0		14.1	98.3	This study					-77.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030f			16tr030		3916:6:3
282.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-77.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030f			16tr030		3916:6:3
291.0		14.1	98.3	This study					-66.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030g			16tr030		3916:6:3
288.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-66.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030g			16tr030		3916:6:3
303.0		14.1	98.3	This study					-78.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030h			16tr030		3916:6:3
300.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-78.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030h			16tr030		3916:6:3
281.0		14.1	98.3	This study					-52.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030i			16tr030		3916:6:3
278.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-52.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030i			16tr030		3916:6:3
279.0		14.1	98.3	This study					-52.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030j			16tr030		3916:6:3
276.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-52.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030j			16tr030		3916:6:3
277.0		14.1	98.3	This study					-52.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030k			16tr030		3916:6:3
274.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-52.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030k			16tr030		3916:6:3
275.0		14.1	98.3	This study					-53.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030l			16tr030		3916:6:3
272.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-53.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030l			16tr030		3916:6:3
275.0		14.1	98.3	This study					-53.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030m			16tr030		3916:6:3
272.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-53.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030m			16tr030		3916:6:3
280.0		14.1	98.3	This study					-77.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030n			16tr030		3916:6:3
277.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-77.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030n			16tr030		3916:6:3
287.0		14.1	98.3	This study					-71.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030p			16tr030		3916:6:3
284.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-71.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030p			16tr030		3916:6:3
299.0		14.1	98.3	This study					-67.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030q			16tr030		3916:6:3
296.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-67.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030q			16tr030		3916:6:3
284.0		14.1	98.3	This study					-79.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030r			16tr030		3916:6:3
281.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-79.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030r			16tr030		3916:6:3
269.0		14.1	98.3	This study					-53.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030s			16tr030		3916:6:3
266.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-53.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030s			16tr030		3916:6:3
262.0		14.1	98.3	This study					-49.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030t			16tr030		3916:6:3
259.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-49.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030t			16tr030		3916:6:3
286.0		14.1	98.3	This study					-32.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030u			16tr030		3916:6:3
283.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-32.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030u			16tr030		3916:6:3
253.0		14.1	98.3	This study					-71.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030x			16tr030		3916:6:3
250.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-71.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030x			16tr030		3916:6:3
251.0		14.1	98.3	This study					-56.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030y			16tr030		3916:6:3
248.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-56.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030y			16tr030		3916:6:3
255.0		14.1	98.3	This study					-60.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr030z			16tr030		3916:6:3
252.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-60.0					27.93825			108.83141	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr030z			16tr030		3916:6:3
253.0		14.1	98.3	This study					-54.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031a			16tr031		3916:6:3
250.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-54.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031a			16tr031		3916:6:3
246.0		14.1	98.3	This study					-50.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031b			16tr031		3916:6:3
243.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-50.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031b			16tr031		3916:6:3
286.0		14.1	98.3	This study					-22.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031c			16tr031		3916:6:3
283.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-22.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031c			16tr031		3916:6:3
245.0		14.1	98.3	This study					-36.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031d			16tr031		3916:6:3
242.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-36.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031d			16tr031		3916:6:3
233.0		14.1	98.3	This study					-35.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031e			16tr031		3916:6:3
230.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-35.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031e			16tr031		3916:6:3
272.0		14.1	98.3	This study					-25.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031f			16tr031		3916:6:3
269.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-25.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031f			16tr031		3916:6:3
253.0		14.1	98.3	This study					-53.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031g			16tr031		3916:6:3
250.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-53.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031g			16tr031		3916:6:3
276.0		14.1	98.3	This study					-24.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031h			16tr031		3916:6:3
273.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-24.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031h			16tr031		3916:6:3
337.0		14.1	98.3	This study					-75.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031i			16tr031		3916:6:3
334.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-75.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031i			16tr031		3916:6:3
343.0		14.1	98.3	This study					-80.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031j			16tr031		3916:6:3
340.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-80.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031j			16tr031		3916:6:3
327.0		14.1	98.3	This study					-94.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031l			16tr031		3916:6:3
324.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-94.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031l			16tr031		3916:6:3
297.0		14.1	98.3	This study					-53.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031m			16tr031		3916:6:3
294.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-53.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031m			16tr031		3916:6:3
340.0		14.1	98.3	This study					-77.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031n			16tr031		3916:6:3
337.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-77.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031n			16tr031		3916:6:3
337.0		14.1	98.3	This study					-75.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031p			16tr031		3916:6:3
334.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-75.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031p			16tr031		3916:6:3
336.0		14.1	98.3	This study					-71.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031q			16tr031		3916:6:3
333.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-71.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031q			16tr031		3916:6:3
35.0		14.1	98.3	This study					-84.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031r			16tr031		3916:6:3
32.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-84.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031r			16tr031		3916:6:3
1.0		14.1	98.3	This study					-89.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031s			16tr031		3916:6:3
358.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-89.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031s			16tr031		3916:6:3
4.0		14.1	98.3	This study					-100.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031t			16tr031		3916:6:3
1.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-100.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031t			16tr031		3916:6:3
293.0		14.1	98.3	This study					-30.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031u			16tr031		3916:6:3
290.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-30.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031u			16tr031		3916:6:3
270.0		14.1	98.3	This study					-21.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031v			16tr031		3916:6:3
267.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-21.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031v			16tr031		3916:6:3
352.0		14.1	98.3	This study					-81.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031w			16tr031		3916:6:3
349.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-81.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031w			16tr031		3916:6:3
357.0		14.1	98.3	This study					-51.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031x			16tr031		3916:6:3
354.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-51.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031x			16tr031		3916:6:3
301.0		14.1	98.3	This study					-48.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031y			16tr031		3916:6:3
298.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-48.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031y			16tr031		3916:6:3
276.0		14.1	98.3	This study					-44.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr031z			16tr031		3916:6:3
273.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-44.0					27.93829			108.83138	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr031z			16tr031		3916:6:3
355.0		14.1	98.3	This study					-58.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032a			16tr032		3916:6:3
352.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-58.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032a			16tr032		3916:6:3
9.0		14.1	98.3	This study					-73.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032b			16tr032		3916:6:3
6.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-73.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032b			16tr032		3916:6:3
9.0		14.1	98.3	This study					-60.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032c			16tr032		3916:6:3
6.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-60.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032c			16tr032		3916:6:3
327.0		14.1	98.3	This study					-45.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032e			16tr032		3916:6:4
324.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-45.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032e			16tr032		3916:6:4
334.0		14.1	98.3	This study					-76.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032f			16tr032		3916:6:4
331.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-76.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032f			16tr032		3916:6:4
306.0		14.1	98.3	This study					-40.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032g			16tr032		3916:6:4
303.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-40.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032g			16tr032		3916:6:4
335.0		14.1	98.3	This study					-71.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032h			16tr032		3916:6:4
332.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-71.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032h			16tr032		3916:6:4
333.0		14.1	98.3	This study					-76.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032i			16tr032		3916:6:4
330.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-76.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032i			16tr032		3916:6:4
313.0		14.1	98.3	This study					-57.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032j			16tr032		3916:6:4
310.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-57.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032j			16tr032		3916:6:4
308.0		14.1	98.3	This study					-65.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032k			16tr032		3916:6:4
305.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-65.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032k			16tr032		3916:6:4
312.0		14.1	98.3	This study					-59.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032l			16tr032		3916:6:4
309.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-59.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032l			16tr032		3916:6:4
304.0		14.1	98.3	This study					-88.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032m			16tr032		3916:6:4
301.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-88.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032m			16tr032		3916:6:4
323.0		14.1	98.3	This study					-95.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032n			16tr032		3916:6:4
320.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-95.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032n			16tr032		3916:6:4
348.0		14.1	98.3	This study					-108.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032p			16tr032		3916:6:4
345.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-108.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032p			16tr032		3916:6:4
346.0		14.1	98.3	This study					-92.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032q			16tr032		3916:6:4
343.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-92.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032q			16tr032		3916:6:4
338.0		14.1	98.3	This study					-112.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr032s			16tr032		3916:6:4
335.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-112.0					27.93841			108.83126	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr032s			16tr032		3916:6:4
12.0		14.1	98.3	This study					-94.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr033a			16tr033		3916:6:4
9.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-94.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr033a			16tr033		3916:6:4
12.0		14.1	98.3	This study					-94.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr033b			16tr033		3916:6:4
9.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-94.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr033b			16tr033		3916:6:4
17.0		14.1	98.3	This study					-96.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr033c			16tr033		3916:6:4
14.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-96.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr033c			16tr033		3916:6:4
8.0		14.1	98.3	This study					-89.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr033d			16tr033		3916:6:4
5.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-89.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr033d			16tr033		3916:6:4
19.0		14.1	98.3	This study					-94.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr033f			16tr033		3916:6:4
16.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-94.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr033f			16tr033		3916:6:4
23.0		14.1	98.3	This study					-92.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr033g			16tr033		3916:6:4
20.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-92.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr033g			16tr033		3916:6:4
9.0		14.1	98.3	This study					-92.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr033h			16tr033		3916:6:4
6.3	357.3	14.1	98.3	This study				Declination correction calculated from IGRF	-92.0					27.93840			108.83125	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr033h			16tr033		3916:6:4
