tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	location	site
16tr009j	16tr009j:LP-DIR-T	16tr009j				LT	12.8	44.9	1	6	0	61.7	3.0				883	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr009
16tr009j	16tr009j:LP-DIR-T	16tr009j				LT	17.9	1.9	1	6	100	61.7	3.0				883	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr009
16tr009k	16tr009k:LP-DIR-T	16tr009k				LT	357.1	50.6	1	6	0	39.6	2.8				903	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr009
16tr009k	16tr009k:LP-DIR-T	16tr009k				LT	9.4	10.4	1	6	100	39.6	2.8				903	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr009
16tr009l	16tr009l:LP-DIR-T	16tr009l				LT	0.7	50.0	1	5	0	17.9	2.2				883	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr009
16tr009l	16tr009l:LP-DIR-T	16tr009l				LT	11.4	9.0	1	5	100	17.9	2.2				883	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr009
16tr009m	16tr009m:LP-DIR-T	16tr009m				LT	3.8	43.0	2	6	0	12.1	9.0				903	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr009
16tr009m	16tr009m:LP-DIR-T	16tr009m				HT	16.8	-22.7	2	9	100	0.0	4.5				953	923	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr009
16tr009m	16tr009m:LP-DIR-T	16tr009m				LT	11.1	1.7	2	6	100	12.1	9.0				903	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr009
16tr009m	16tr009m:LP-DIR-T	16tr009m				HT	17.0	20.6	2	9	0	0.0	4.5				953	923	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr009
16tr009n	16tr009n:LP-DIR-T	16tr009n				LT	358.3	6.4	1	6	100	56.8	3.0				903	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr009
16tr009n	16tr009n:LP-DIR-T	16tr009n				LT	345.3	42.2	1	6	0	56.8	3.0				903	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr009
16tr011a	16tr011a:LP-DIR-T	16tr011a				HT	266.3	-19.4	1	3	0	0.0	1.3				923	898	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr011
16tr011a	16tr011a:LP-DIR-T	16tr011a				HT	259.1	-0.9	1	3	100	0.0	1.3				923	898	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr011
16tr011b	16tr011b:LP-DIR-T	16tr011b				HT	254.5	-0.9	1	4	100	0.0	3.5				933	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr011
16tr011b	16tr011b:LP-DIR-T	16tr011b				HT	262.5	-22.2	1	4	0	0.0	3.5				933	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr011
16tr011c		16tr011c																								1e-05		16tr011
16tr011d	16tr011d:LP-DIR-T	16tr011d				HT	163.8	-28.1	1	4	100	0.0	5.8				954	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr011
16tr011d	16tr011d:LP-DIR-T	16tr011d				HT	132.0	-57.6	1	4	0	0.0	5.8				954	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr011
16tr011f	16tr011f:LP-DIR-T	16tr011f				HT	191.7	-51.0	1	6	100	0.0	9.5				933	908	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr011
16tr011f	16tr011f:LP-DIR-T	16tr011f				HT	61.6	-85.0	1	6	0	0.0	9.5				933	908	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr011
16tr011g	16tr011g:LP-DIR-T	16tr011g				LT	5.8	-8.6	1	3	100	13.2	12.5				773	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr011
16tr011g	16tr011g:LP-DIR-T	16tr011g				LT	3.7	33.0	1	3	0	13.2	12.5				773	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr011
16tr011h	16tr011h:LP-DIR-T	16tr011h				HT	20.9	-2.3	2	3	100	0.0	3.0				918	893	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr011
16tr011h	16tr011h:LP-DIR-T	16tr011h				LT	0.2	-8.8	2	4	100	18.6	6.0				853	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr011
16tr011h	16tr011h:LP-DIR-T	16tr011h				LT	357.3	31.6	2	4	0	18.6	6.0				853	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr011
16tr011h	16tr011h:LP-DIR-T	16tr011h				HT	22.0	40.1	2	3	0	0.0	3.0				918	893	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr011
16tr011i		16tr011i																								1e-05		16tr011
16tr011j	16tr011j:LP-DIR-T	16tr011j				HT	111.5	-71.8	1	7	100	0.0	1.1				951	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr011
16tr011j	16tr011j:LP-DIR-T	16tr011j				HT	43.8	-45.7	1	7	0	0.0	1.1				951	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr011
16tr011k	16tr011k:LP-DIR-T	16tr011k				HT	332.6	-22.0	1	4	100	0.0	8.6				945	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr011
16tr011k	16tr011k:LP-DIR-T	16tr011k				HT	335.9	9.7	1	4	0	0.0	8.6				945	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr011
16tr013a		16tr013a																								1e-05		16tr013
16tr013b	16tr013b:LP-DIR-T	16tr013b				LT	26.4	6.5	1	6	100	54.0	4.5				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr013
16tr013b	16tr013b:LP-DIR-T	16tr013b				LT	27.6	30.0	1	6	0	54.0	4.5				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr013
16tr013d	16tr013d:LP-DIR-T	16tr013d				LT	13.2	27.8	1	5	100	87.2	3.8				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr013
16tr013d	16tr013d:LP-DIR-T	16tr013d				LT	10.9	51.3	1	5	0	87.2	3.8				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr013
16tr013f	16tr013f:LP-DIR-T	16tr013f				LT	357.7	24.9	1	5	100	136.5	7.0				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr013
16tr013f	16tr013f:LP-DIR-T	16tr013f				LT	350.5	46.6	1	5	0	136.5	7.0				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr013
16tr013g	16tr013g:LP-DIR-T	16tr013g				LT	24.1	16.9	1	4	0	120.3	2.6				853	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr013
16tr013g	16tr013g:LP-DIR-T	16tr013g				LT	23.9	-6.7	1	4	100	120.3	2.6				853	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr013
16tr013h	16tr013h:LP-DIR-T	16tr013h				LT	9.9	30.1	1	5	0	142.4	9.0				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr013
16tr013h	16tr013h:LP-DIR-T	16tr013h				LT	11.0	6.6	1	5	100	142.4	9.0				853	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr013
16tr013i		16tr013i																								1e-05		16tr013
16tr013j	16tr013j:LP-DIR-T	16tr013j				LT	23.6	37.6	1	3	0	140.9	4.5				673	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr013
16tr013j	16tr013j:LP-DIR-T	16tr013j				LT	22.8	13.9	1	3	100	140.9	4.5				673	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr013
16tr013m	16tr013m:LP-DIR-T	16tr013m				LT	16.2	16.8	1	6	100	72.1	10.2				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr013
16tr013m	16tr013m:LP-DIR-T	16tr013m				LT	15.6	40.5	1	6	0	72.1	10.2				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr013
16tr015b	16tr015b:LP-DIR-T	16tr015b				HT	227.6	-49.5	2	6	0	0.0	2.9				965	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015b	16tr015b:LP-DIR-T	16tr015b				HT	206.0	-32.5	2	6	100	0.0	2.9				965	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015b	16tr015b:LP-DIR-T	16tr015b				LT	342.9	1.3	2	5	100	113.2	9.1				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015b	16tr015b:LP-DIR-T	16tr015b				LT	343.2	30.6	2	5	0	113.2	9.1				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015c	16tr015c:LP-DIR-T	16tr015c				HT	205.1	-44.3	2	6	100	0.0	2.0				954	939	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015c	16tr015c:LP-DIR-T	16tr015c				LT	341.9	11.4	2	4	100	116.6	12.9				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015c	16tr015c:LP-DIR-T	16tr015c				HT	238.9	-59.4	2	6	0	0.0	2.0				954	939	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015c	16tr015c:LP-DIR-T	16tr015c				LT	342.2	40.7	2	4	0	116.6	12.9				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015d	16tr015d:LP-DIR-T	16tr015d				HT	210.4	-65.6	2	5	0	0.0	2.0				963	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015d	16tr015d:LP-DIR-T	16tr015d				LT	339.7	20.6	2	4	0	114.6	8.2				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015d	16tr015d:LP-DIR-T	16tr015d				LT	339.8	-8.7	2	4	100	114.6	8.2				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015d	16tr015d:LP-DIR-T	16tr015d				HT	185.8	-41.5	2	5	100	0.0	2.0				963	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015e	16tr015e:LP-DIR-T	16tr015e				LT	7.8	57.5	2	3	0	140.2	7.8				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015e	16tr015e:LP-DIR-T	16tr015e				HT	188.8	-53.0	2	7	100	0.0	1.8				954	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015e	16tr015e:LP-DIR-T	16tr015e				LT	357.3	30.0	2	3	100	140.2	7.8				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015e	16tr015e:LP-DIR-T	16tr015e				HT	236.4	-73.2	2	7	0	0.0	1.8				954	936	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015f	16tr015f:LP-DIR-T	16tr015f				LT	350.2	7.8	2	3	100	123.4	5.8				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015f	16tr015f:LP-DIR-T	16tr015f				HT	126.3	-68.2	2	5	0	0.0	3.3				961	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015f	16tr015f:LP-DIR-T	16tr015f				LT	352.3	36.6	2	3	0	123.4	5.8				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015f	16tr015f:LP-DIR-T	16tr015f				HT	144.7	-41.4	2	5	100	0.0	3.3				961	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015g	16tr015g:LP-DIR-T	16tr015g				HT	162.3	-48.6	2	7	100	0.0	1.5				954	937	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015g	16tr015g:LP-DIR-T	16tr015g				LT	350.6	-4.7	2	4	100	114.2	27.5				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015g	16tr015g:LP-DIR-T	16tr015g				HT	164.8	-77.9	2	7	0	0.0	1.5				954	937	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015g	16tr015g:LP-DIR-T	16tr015g				LT	351.5	24.2	2	4	0	114.2	27.5				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015h	16tr015h:LP-DIR-T	16tr015h				LT	354.9	-3.8	2	7	100	112.9	6.8				853	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015h	16tr015h:LP-DIR-T	16tr015h				HT	196.1	-69.9	2	5	0	0.0	3.5				963	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015h	16tr015h:LP-DIR-T	16tr015h				LT	356.3	24.6	2	7	0	112.9	6.8				853	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015h	16tr015h:LP-DIR-T	16tr015h				HT	176.7	-43.0	2	5	100	0.0	3.5				963	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015i	16tr015i:LP-DIR-T	16tr015i				LT	342.9	27.1	2	6	0	101.9	15.2				823	353	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015i	16tr015i:LP-DIR-T	16tr015i				HT	86.1	-76.6	2	4	0	0.0	3.9				942	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015i	16tr015i:LP-DIR-T	16tr015i				LT	342.7	-2.2	2	6	100	101.9	15.2				823	353	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015i	16tr015i:LP-DIR-T	16tr015i				HT	138.1	-55.0	2	4	100	0.0	3.9				942	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015j	16tr015j:LP-DIR-T	16tr015j				LT	337.8	27.2	2	5	0	120.0	15.3				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015j	16tr015j:LP-DIR-T	16tr015j				HT	129.2	-69.0	2	7	0	0.0	1.7				965	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015j	16tr015j:LP-DIR-T	16tr015j				LT	338.1	-2.1	2	5	100	120.0	15.3				773	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015j	16tr015j:LP-DIR-T	16tr015j				HT	146.4	-41.7	2	7	100	0.0	1.7				965	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr015k	16tr015k:LP-DIR-T	16tr015k				LT	337.7	25.9	2	7	0	109.2	15.8				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr015
16tr015k	16tr015k:LP-DIR-T	16tr015k				HT	123.0	-84.5	2	4	0	0.0	1.7				936	923	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr015
16tr015k	16tr015k:LP-DIR-T	16tr015k				LT	338.0	-3.3	2	7	100	109.2	15.8				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr015
16tr015k	16tr015k:LP-DIR-T	16tr015k				HT	155.0	-56.3	2	4	100	0.0	1.7				936	923	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr015
16tr017a	16tr017a:LP-DIR-T	16tr017a				LT	1.9	56.4	1	5	0	8.7	7.1				903	673	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr017
16tr017a	16tr017a:LP-DIR-T	16tr017a				LT	63.8	56.5	1	5	100	8.7	7.1				903	673	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr017
16tr017b	16tr017b:LP-DIR-T	16tr017b				LT	54.6	56.1	1	4	100	8.5	9.8				883	673	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr017
16tr017b	16tr017b:LP-DIR-T	16tr017b				LT	359.4	51.5	1	4	0	8.5	9.8				883	673	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr017
16tr017c		16tr017c																								1e-05		16tr017
16tr017d	16tr017d:LP-DIR-T	16tr017d				HT	149.1	52.8	1	5	0	0.0	5.4				953	941	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017d	16tr017d:LP-DIR-T	16tr017d				HT	139.2	17.4	1	5	100	0.0	5.4				953	941	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017e	16tr017e:LP-DIR-T	16tr017e				LT	44.4	59.1	1	5	100	21.3	8.1				883	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr017
16tr017e	16tr017e:LP-DIR-T	16tr017e				LT	351.5	47.8	1	5	0	21.3	8.1				883	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr017
16tr017f	16tr017f:LP-DIR-T	16tr017f				HT	145.7	49.5	1	7	100	0.0	2.5				955	938	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017f	16tr017f:LP-DIR-T	16tr017f				HT	211.0	75.5	1	7	0	0.0	2.5				955	938	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017g	16tr017g:LP-DIR-T	16tr017g				HT	161.5	51.2	1	7	100	0.0	2.3				955	938	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017g	16tr017g:LP-DIR-T	16tr017g				HT	225.8	66.4	1	7	0	0.0	2.3				955	938	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017h	16tr017h:LP-DIR-T	16tr017h				HT	147.6	61.0	1	4	100	0.0	7.7				950	941	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017h	16tr017h:LP-DIR-T	16tr017h				HT	255.7	74.1	1	4	0	0.0	7.7				950	941	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017i	16tr017i:LP-DIR-T	16tr017i				HT	96.1	72.1	1	4	100	0.0	4.6				953	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017i	16tr017i:LP-DIR-T	16tr017i				HT	323.9	67.0	1	4	0	0.0	4.6				953	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017j	16tr017j:LP-DIR-T	16tr017j				HT	277.8	1.5	1	7	100	0.0	4.8				955	938	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017j	16tr017j:LP-DIR-T	16tr017j				HT	272.8	-32.1	1	7	0	0.0	4.8				955	938	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017k	16tr017k:LP-DIR-T	16tr017k				HT	92.9	-55.5	1	7	100	0.0	1.6				953	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017k	16tr017k:LP-DIR-T	16tr017k				HT	105.3	-20.7	1	7	0	0.0	1.6				953	933	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017l	16tr017l:LP-DIR-T	16tr017l				HT	84.3	-29.5	1	9	100	0.0	4.8				944	903	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017l	16tr017l:LP-DIR-T	16tr017l				HT	90.1	1.4	1	9	0	0.0	4.8				944	903	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017m	16tr017m:LP-DIR-T	16tr017m				HT	102.1	-46.6	1	8	0	0.0	0.8				950	923	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017m	16tr017m:LP-DIR-T	16tr017m				HT	47.6	-75.3	1	8	100	0.0	0.8				950	923	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr017n	16tr017n:LP-DIR-T	16tr017n				HT	123.2	-67.1	1	4	0	0.0	2.0				923	903	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr017
16tr017n	16tr017n:LP-DIR-T	16tr017n				HT	302.8	-75.2	1	4	100	0.0	2.0				923	903	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr017
16tr019a	16tr019a:LP-DIR-T	16tr019a				LT	25.6	46.8	1	4	0	143.0	2.3				823	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019a	16tr019a:LP-DIR-T	16tr019a				LT	63.2	40.6	1	4	100	143.0	2.3				823	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
