tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	location	site
16tr019b	16tr019b:LP-DIR-T	16tr019b				LT	55.2	31.9	1	5	100	56.2	7.4				873	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019b	16tr019b:LP-DIR-T	16tr019b				LT	28.7	36.2	1	5	0	56.2	7.4				873	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019c	16tr019c:LP-DIR-T	16tr019c				LT	15.4	46.0	1	5	0	81.5	2.5				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019c	16tr019c:LP-DIR-T	16tr019c				LT	56.7	45.8	1	5	100	81.5	2.5				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019d	16tr019d:LP-DIR-T	16tr019d				LT	27.5	28.9	1	6	0	75.6	2.2				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019d	16tr019d:LP-DIR-T	16tr019d				LT	48.5	27.3	1	6	100	75.6	2.2				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019e	16tr019e:LP-DIR-T	16tr019e				LT	17.5	47.0	1	7	0	56.9	1.7				873	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019e	16tr019e:LP-DIR-T	16tr019e				LT	59.1	45.2	1	7	100	56.9	1.7				873	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019f	16tr019f:LP-DIR-T	16tr019f				LT	20.1	44.6	1	7	0	5.1	4.2				873	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019f	16tr019f:LP-DIR-T	16tr019f				LT	57.9	42.3	1	7	100	5.1	4.2				873	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019g	16tr019g:LP-DIR-T	16tr019g				LT	12.0	45.9	1	6	0	1.7	3.1				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019g	16tr019g:LP-DIR-T	16tr019g				LT	54.6	47.8	1	6	100	1.7	3.1				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019h	16tr019h:LP-DIR-T	16tr019h				LT	16.4	46.3	1	6	0	9.1	2.8				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019h	16tr019h:LP-DIR-T	16tr019h				LT	57.6	45.4	1	6	100	9.1	2.8				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019i	16tr019i:LP-DIR-T	16tr019i				LT	18.0	43.3	1	5	0	16.9	3.4				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr019i	16tr019i:LP-DIR-T	16tr019i				LT	55.2	42.7	1	5	100	16.9	3.4				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019j	16tr019j:LP-DIR-T	16tr019j				LT	51.7	50.5	1	6	100	11.7	1.3				873	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr019
16tr019j	16tr019j:LP-DIR-T	16tr019j				LT	7.2	45.8	1	6	0	11.7	1.3				873	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr019
16tr021a	16tr021a:LP-DIR-T	16tr021a				HT	232.3	-41.9	2	6	100	0.0	12.4				963	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr021
16tr021a	16tr021a:LP-DIR-T	16tr021a				LT	40.5	34.6	2	5	100	52.2	2.4				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021a	16tr021a:LP-DIR-T	16tr021a				HT	200.2	-47.5	2	6	0	0.0	12.4				963	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr021
16tr021a	16tr021a:LP-DIR-T	16tr021a				LT	17.5	35.9	2	5	0	52.2	2.4				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021b	16tr021b:LP-DIR-T	16tr021b				HT	176.4	-54.5	2	5	100	0.0	12.5				957	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr021
16tr021b	16tr021b:LP-DIR-T	16tr021b				LT	5.0	20.5	2	4	0	52.7	8.8				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021b	16tr021b:LP-DIR-T	16tr021b				HT	153.3	-32.7	2	5	0	0.0	12.5				957	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr021
16tr021b	16tr021b:LP-DIR-T	16tr021b				LT	19.4	28.7	2	4	100	52.7	8.8				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021c	16tr021c:LP-DIR-T	16tr021c		168.1	-69.6	HT	133.0	16.9	2	15	0		4.5				944	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g	1e-05		16tr021
16tr021c	16tr021c:LP-DIR-T	16tr021c				LT	18.9	38.0	2	4	0	46.9	2.1				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021c	16tr021c:LP-DIR-T	16tr021c				LT	43.2	35.5	2	4	100	46.9	2.1				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021c	16tr021c:LP-DIR-T	16tr021c		255.1	-65.8	HT	132.7	-13.5	2	15	100		4.5				944	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g	1e-05		16tr021
16tr021d	16tr021d:LP-DIR-T	16tr021d				LT	22.5	31.7	2	7	0	59.5	2.2				903	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021d	16tr021d:LP-DIR-T	16tr021d				HT	105.6	-87.9	2	5	100	0.0	15.9				957	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr021
16tr021d	16tr021d:LP-DIR-T	16tr021d				LT	41.4	28.7	2	7	100	59.5	2.2				903	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021d	16tr021d:LP-DIR-T	16tr021d				HT	116.0	-56.4	2	5	0	0.0	15.9				957	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr021
16tr021e	16tr021e:LP-DIR-T	16tr021e		152.2	-54.3	HT	124.6	32.5	2	10	0		4.5				932	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g	1e-05		16tr021
16tr021e	16tr021e:LP-DIR-T	16tr021e		210.3	-70.1	HT	123.3	1.1	2	10	100		4.5				932	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g	1e-05		16tr021
16tr021e	16tr021e:LP-DIR-T	16tr021e				LT	24.0	42.3	2	6	100	52.0	2.0				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021e	16tr021e:LP-DIR-T	16tr021e				LT	359.3	33.7	2	6	0	52.0	2.0				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021f	16tr021f:LP-DIR-T	16tr021f				HT	339.9	-67.6	2	5	100	0.0	8.3				965	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr021
16tr021f	16tr021f:LP-DIR-T	16tr021f				LT	39.8	44.9	2	5	100	65.5	2.2				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021f	16tr021f:LP-DIR-T	16tr021f				HT	70.2	-68.9	2	5	0	0.0	8.3				965	955	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr021
16tr021f	16tr021f:LP-DIR-T	16tr021f				LT	8.0	43.3	2	5	0	65.5	2.2				823	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021g	16tr021g:LP-DIR-T	16tr021g				LT	41.5	35.8	1	6	100	57.9	3.5				853	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021g	16tr021g:LP-DIR-T	16tr021g				LT	17.3	37.3	1	6	0	57.9	3.5				853	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021i	16tr021i:LP-DIR-T	16tr021i				LT	15.5	47.9	2	7	0	136.7	3.5				853	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021i	16tr021i:LP-DIR-T	16tr021i		168.3	-45.7	HT	225.7	27.8	2	7	0		19.9				965	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g	1e-05		16tr021
16tr021i	16tr021i:LP-DIR-T	16tr021i				LT	49.6	44.5	2	7	100	136.7	3.5				853	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021i	16tr021i:LP-DIR-T	16tr021i		207.3	-56.8	HT	206.7	33.2	2	7	100		19.9				965	953	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g	1e-05		16tr021
16tr021j	16tr021j:LP-DIR-T	16tr021j				LT	16.7	46.1	2	6	0	115.5	8.5				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021j	16tr021j:LP-DIR-T	16tr021j				HT	141.4	-15.1	2	4	0	0.0	9.2				965	959	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr021
16tr021j	16tr021j:LP-DIR-T	16tr021j				LT	48.7	42.6	2	6	100	115.5	8.5				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021j	16tr021j:LP-DIR-T	16tr021j				HT	150.1	-42.9	2	4	100	0.0	9.2				965	959	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr021
16tr021k	16tr021k:LP-DIR-T	16tr021k				LT	39.6	39.8	1	4	100	51.3	1.9				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr021k	16tr021k:LP-DIR-T	16tr021k				LT	12.5	39.4	1	4	0	51.3	1.9				773	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021l	16tr021l:LP-DIR-T	16tr021l		215.4	-70.3	HT	127.0	0.6	2	12	100		3.1				928	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-TILT	g	1e-05		16tr021
16tr021l	16tr021l:LP-DIR-T	16tr021l				LT	11.9	38.9	2	5	0	80.3	5.4				853	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr021
16tr021l	16tr021l:LP-DIR-T	16tr021l		153.2	-56.0	HT	128.8	31.6	2	12	0		3.1				928	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFP:DA-DIR-GEO	g	1e-05		16tr021
16tr021l	16tr021l:LP-DIR-T	16tr021l				LT	38.7	39.8	2	5	100	80.3	5.4				853	573	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr021
16tr023a	16tr023a:LP-DIR-T	16tr023a				LT	39.5	42.3	1	5	100	22.0	4.4				903	673	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr023a	16tr023a:LP-DIR-T	16tr023a				LT	15.0	43.3	1	5	0	22.0	4.4				903	673	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023b	16tr023b:LP-DIR-T	16tr023b				HT	302.4	39.4	2	9	0	0.0	4.8				965	947	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr023
16tr023b	16tr023b:LP-DIR-T	16tr023b				LT	359.0	34.8	2	7	0	23.3	8.6				883	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023b	16tr023b:LP-DIR-T	16tr023b				HT	308.5	64.8	2	9	100	0.0	4.8				965	947	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr023
16tr023b	16tr023b:LP-DIR-T	16tr023b				LT	19.1	42.1	2	7	100	23.3	8.6				883	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr023c	16tr023c:LP-DIR-T	16tr023c				LT	10.3	33.1	1	5	0	5.9	1.2				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023c	16tr023c:LP-DIR-T	16tr023c				LT	28.3	35.8	1	5	100	5.9	1.2				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr023d	16tr023d:LP-DIR-T	16tr023d				HT	275.7	-55.3	2	4	100	0.0	5.2				957	950	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr023
16tr023d	16tr023d:LP-DIR-T	16tr023d				HT	238.6	-76.9	2	4	0	0.0	5.2				957	950	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr023
16tr023d	16tr023d:LP-DIR-T	16tr023d				LT	7.1	50.4	2	4	0	63.8	2.1				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023d	16tr023d:LP-DIR-T	16tr023d				LT	39.7	51.2	2	4	100	63.8	2.1				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr023e	16tr023e:LP-DIR-T	16tr023e				LT	49.4	37.1	1	7	100	69.0	3.1				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr023e	16tr023e:LP-DIR-T	16tr023e				LT	27.7	43.3	1	7	0	69.0	3.1				823	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023f	16tr023f:LP-DIR-T	16tr023f				LT	5.3	36.6	1	7	0	27.9	2.5				883	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023f	16tr023f:LP-DIR-T	16tr023f				LT	26.2	40.9	1	7	100	27.9	2.5				883	473	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr023g	16tr023g:LP-DIR-T	16tr023g				LT	44.6	38.3	1	6	100	62.8	2.4				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr023g	16tr023g:LP-DIR-T	16tr023g				LT	22.5	42.2	1	6	0	62.8	2.4				823	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023h	16tr023h:LP-DIR-T	16tr023h				LT	32.5	51.6	1	11	0	11.6	6.0				923	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr023
16tr023h	16tr023h:LP-DIR-T	16tr023h				LT	59.0	42.1	1	11	100	11.6	6.0				923	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr023
16tr025a	16tr025a:LP-DIR-T	16tr025a				LT	351.5	34.7	2	4	0	72.3	2.6				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025a	16tr025a:LP-DIR-T	16tr025a				HT	74.9	-70.0	2	9	0	0.0	3.2				963	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025a	16tr025a:LP-DIR-T	16tr025a				LT	16.5	44.2	2	4	100	72.3	2.6				573	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025a	16tr025a:LP-DIR-T	16tr025a				HT	331.0	-71.6	2	9	100	0.0	3.2				963	944	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025b	16tr025b:LP-DIR-T	16tr025b				LT	6.8	36.1	2	3	100	52.9	0.9				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025b	16tr025b:LP-DIR-T	16tr025b				LT	350.0	23.8	2	3	0	52.9	0.9				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025b	16tr025b:LP-DIR-T	16tr025b				HT	1.6	-55.2	2	9	0	0.0	3.7				955	928	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025b	16tr025b:LP-DIR-T	16tr025b				HT	333.8	-37.4	2	9	100	0.0	3.7				955	928	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025c	16tr025c:LP-DIR-T	16tr025c				LT	7.6	42.2	2	4	0	109.9	7.6				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025c	16tr025c:LP-DIR-T	16tr025c				HT	130.5	-13.4	2	15	0	0.0	2.3				965	903	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025c	16tr025c:LP-DIR-T	16tr025c				LT	36.2	41.8	2	4	100	109.9	7.6				673	373	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025c	16tr025c:LP-DIR-T	16tr025c				HT	136.8	-41.9	2	15	100	0.0	2.3				965	903	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025d	16tr025d:LP-DIR-T	16tr025d				LT	19.9	38.8	1	3	100	101.3	2.4				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025d	16tr025d:LP-DIR-T	16tr025d				LT	357.9	32.0	1	3	0	101.3	2.4				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025e	16tr025e:LP-DIR-T	16tr025e				HT	19.4	-44.6	2	5	100	0.0	11.2				936	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025e	16tr025e:LP-DIR-T	16tr025e				LT	10.3	33.8	2	5	100	42.2	5.1				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025e	16tr025e:LP-DIR-T	16tr025e				HT	46.7	-38.0	2	5	0	0.0	11.2				936	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025e	16tr025e:LP-DIR-T	16tr025e				LT	354.0	23.4	2	5	0	42.2	5.1				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025f	16tr025f:LP-DIR-T	16tr025f				HT	350.9	-42.3	2	7	100	0.0	9.2				944	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025f	16tr025f:LP-DIR-T	16tr025f				LT	24.4	37.9	2	5	100	39.7	1.9				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025f	16tr025f:LP-DIR-T	16tr025f				HT	23.3	-50.3	2	7	0	0.0	9.2				944	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025f	16tr025f:LP-DIR-T	16tr025f				LT	1.9	33.4	2	5	0	39.7	1.9				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025g	16tr025g:LP-DIR-T	16tr025g				HT	69.9	-82.2	2	3	100	0.0	3.3				940	928	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025g	16tr025g:LP-DIR-T	16tr025g				LT	20.8	39.4	2	5	100	52.6	2.7				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025g	16tr025g:LP-DIR-T	16tr025g				HT	102.6	-53.1	2	3	0	0.0	3.3				940	928	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025g	16tr025g:LP-DIR-T	16tr025g				LT	358.1	32.9	2	5	0	52.6	2.7				673	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025h	16tr025h:LP-DIR-T	16tr025h				LT	32.4	28.1	1	6	100	99.4	2.3				773	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025h	16tr025h:LP-DIR-T	16tr025h				LT	15.0	29.5	1	6	0	99.4	2.3				773	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025i	16tr025i:LP-DIR-T	16tr025i				LT	8.5	24.0	2	6	0	103.0	6.9				773	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025i	16tr025i:LP-DIR-T	16tr025i				HT	152.6	-38.4	2	7	0	0.0	5.1				944	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025i	16tr025i:LP-DIR-T	16tr025i				LT	23.5	26.9	2	6	100	103.0	6.9				773	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025i	16tr025i:LP-DIR-T	16tr025i				HT	181.2	-56.6	2	7	100	0.0	5.1				944	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
16tr025j	16tr025j:LP-DIR-T	16tr025j				LT	33.5	23.1	2	3	0	41.7	2.2				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	1e-05		16tr025
16tr025j	16tr025j:LP-DIR-T	16tr025j				HT	314.8	-70.6	2	3	0	0.0	8.0				932	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	1e-05		16tr025
16tr025j	16tr025j:LP-DIR-T	16tr025j				LT	43.5	13.7	2	3	100	41.7	2.2				473	273	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	1e-05		16tr025
16tr025j	16tr025j:LP-DIR-T	16tr025j				HT	301.4	-41.0	2	3	100	0.0	8.0				932	913	K		pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	1e-05		16tr025
