,site_info,,,,,,,,,,,,,,,,,,,,,
site_id,TR012,,,,,,,,,,,,,,,,,,,,,
site_name,Hongzixi,,,,,,,,,,,,,,,,,,,,,
site_lat,28.0040167,(N),,,,,,,,,,,,,,,,,,,,
site_long,108.8007404,(E),,,,,,Sun Compass Information,,,,,,,,,Calculated Fields,,,,,
site_elevation,0.0,,,,,,,,,,,,,,,,,,,,,
sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike
-Aa,mag compass orientation (IGRF corrected),1151.6,108,47.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,105.3,nan
-Ba,mag compass orientation (IGRF corrected),1151.6,104,48.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,101.3,nan
-Ca,mag compass orientation (IGRF corrected),1152.9,30,81.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,27.3,nan
-Da,mag compass orientation (IGRF corrected),1153.9,88,21.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,85.3,nan
-Ea,mag compass orientation (IGRF corrected),1154.7,23,56.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,20.3,nan
-Fa,mag compass orientation (IGRF corrected),1154.8,18,64.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,15.3,nan
-Ga,mag compass orientation (IGRF corrected),1154.8,10,64.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,7.3,nan
-Ha,mag compass orientation (IGRF corrected),1154.9,22,61.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,19.3,nan
-Ia,mag compass orientation (IGRF corrected),1155.8,72,81.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,69.3,nan
-Ja,mag compass orientation (IGRF corrected),1156.6,12,70.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,9.3,nan
-Ka,mag compass orientation (IGRF corrected),1156.7,29,72.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,26.3,nan
-La,mag compass orientation (IGRF corrected),1158.8,27,81.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,24.3,nan
-Ma,mag compass orientation (IGRF corrected),1161.5,355,56.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,352.3,nan
-Na,mag compass orientation (IGRF corrected),1161.6,5,81.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,2.3,nan
-Pa,mag compass orientation (IGRF corrected),1161.9,92,78.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,89.3,nan
-Qa,mag compass orientation (IGRF corrected),1162.2,85,68.0,313.8,39.2,no,nan,8.0,2016.0,5.0,28.0,1.0,1.0,1.0,nan,nan,[357.30418516157476; 43.454574674133653; 48842.728315142223],-2.69581483843,insufficient data,82.3,nan
