X,Y,n27_e108_1,n28_e108_1,localityId,localityNa,dataId,x,y,latitude,longitude,zone,altitude,horiz_prec,vert_preci,planeType,dip,dipAzimuth,strike,declinatio,unitId,timedate,notes
112.37454881,28.40415899,,,cada7984bd5a2a1ca520979260641b62,Locality 1,66426898f22576333caa94b1ab3546a2,634648.629431050037965,3142742.849887940101326,28.404158989999999,112.374548809999993,49R,4.000000000000000,5.000000000000000,-1.000000000000000,Bedding,76.399421689999997,175.866043090000005,85.866043090000005,-2.732330320000000,Banxi Group (undifferentiated),Sun Jun 12 16:10:07 2016,
112.4095679,28.42814033,,,cada7984bd5a2a1ca520979260641b62,Locality 1,d56370610ef06dd894ab16273660f5b1,638048.306835799943656,3145439.648874340113252,28.428140330000002,112.409567899999999,49R,8.000000000000000,5.000000000000000,-1.000000000000000,Bedding,38.222023010000001,356.087066649999997,266.087066649999997,-2.732330320000000,Fanjingshan Formation,Sun Jun 12 14:08:54 2016,
108.60399476,27.85987755,911.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,39d307e193c69faef4544b2b982a8638,264075.680500390008092,3083986.545650599990040,27.859877550000000,108.603994760000006,49R,4.000000000000000,5.000000000000000,-1.000000000000000,Bedding,24.623643879999999,273.910614010000018,183.910614009999989,-2.732330320000000,Banxi Group (undifferentiated),Sat Jun 11 11:18:17 2016,
108.61456795,27.86195564,864.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,6d482bb3d16a84686d6f26aa674519d6,265121.602027180022560,3084196.535216659773141,27.861955640000001,108.614567949999994,49R,8.000000000000000,5.000000000000000,-1.000000000000000,Bedding,21.790622710000001,251.148468019999996,161.148468019999996,-2.732330320000000,Banxi Group (undifferentiated),Sat Jun 11 10:56:55 2016,
108.61737236,27.86767235,856.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,d9f9981ebd8ef2b4730b6996c106ad05,265410.146872519981116,3084824.728029270190746,27.867672349999999,108.617372360000005,49R,12.000000000000000,5.000000000000000,-1.000000000000000,Bedding,35.459854129999997,208.690185549999995,118.690185549999995,-2.732330320000000,Fanjingshan Formation,Fri Jun 10 16:47:37 2016,
108.61934136,27.86877825,867.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,0c5913de1af21003b19aebeaa63b5380,265606.456044789985754,3084943.522587860003114,27.868778249999998,108.619341360000007,49R,8.000000000000000,5.000000000000000,-1.000000000000000,Bedding,22.271999359999999,218.746490480000006,128.746490480000006,-2.732330320000000,Fanjingshan Formation,Fri Jun 10 15:47:45 2016,
108.61951344,27.86890029,867.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,30a5f355cea8c1fb29a22b3b5480182f,265623.667008190008346,3084956.718642489984632,27.868900289999999,108.619513440000006,49R,6.000000000000000,5.000000000000000,-1.000000000000000,Bedding,21.223432540000001,210.869323729999991,120.869323730000005,-2.732330320000000,Fanjingshan Formation,Fri Jun 10 14:37:41 2016,
108.6212355,27.87131114,880.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,ac3515aee8bf37198d42e393fa8a6fc0,265798.460470560006797,3085220.611084789969027,27.871311140000000,108.621235499999997,49R,12.000000000000000,5.000000000000000,-1.000000000000000,Bedding,23.306894300000000,190.800720210000009,100.800720209999994,-2.732330320000000,Fanjingshan Formation,Thu Jun  9 16:56:31 2016,
108.62054173,27.87167391,880.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,14482c57e7272190de5232041d8ba798,265730.914002260018606,3085262.142858489882201,27.871673909999998,108.620541729999999,49R,16.000000000000000,10.000000000000000,-1.000000000000000,Bedding,25.818315510000001,210.695220949999992,120.695220950000007,-2.732330320000000,Fanjingshan Formation,Thu Jun  9 15:20:53 2016,
108.62204745,27.87311316,893.00000,,cada7984bd5a2a1ca520979260641b62,Locality 1,bb053cc9b5cf93b6203271174d42c91c,265882.304860470001586,3085418.771734749898314,27.873113159999999,108.622047449999997,49R,12.000000000000000,10.000000000000000,-1.000000000000000,Bedding,48.811511990000000,240.292800900000003,150.292800900000003,-2.732330320000000,Fanjingshan Formation,Thu Jun  9 15:05:09 2016,
