Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,
Luoman4,6/6/16,27.94335456,108.8393094,27.94373451,108.8395615,WGS84,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,COLOUR,FEATURES,HASH,,ASH,ASH_HEIGHT,,DZ,DZ_HEIGHT,,PM_SITE,PM_SAMPLE,PM_HEIGHT
1.7,si,sts,brick red,,,,Luoman4-1.7,1.7,,,,,16TR041,A,3.71
0.04,tuff,tuff,tuff,,,,Luoman4-1.84,1.84,,,,,16TR041,B,3.8
0.1,si,sts,brick red,,,,,,,,,,16TR041,C,4.14
0.01,tuff,tuff,tuff,,,,,,,,,,16TR041,D,4.2
3,si,sts,brick red,,,,,,,,,,16TR041,E,4.35
1.5,cover,cover,cover,,,,,,,,,,16TR041,F,4.77
3.83,si,sts,brick red,,,,,,,,,,16TR041,G,4.53
,,,,,,,,,,,,,16TR041,H,4.68
,,,,,,,,,,,,,16TR041,I,4.72
,,,,,,,,,,,,,16TR041,J,4.78
,,,,,,,,,,,,,16TR041,K,4.86
,,,,,,,,,,,,,16TR041,L,4.93
,,,,,,,,,,,,,16TR041,M,5.01
,,,,,,,,,,,,,16TR041,N,5.1
,,,,,,,,,,,,,16TR041,P,5.15
,,,,,,,,,,,,,16TR041,Q,5.25
,,,,,,,,,,,,,16TR041,R,5.28
,,,,,,,,,,,,,16TR042,A,0.09
,,,,,,,,,,,,,16TR042,B,0.14
,,,,,,,,,,,,,16TR042,C,0.32
,,,,,,,,,,,,,16TR042,D,0.43
,,,,,,,,,,,,,16TR042,E,0.47
,,,,,,,,,,,,,16TR042,F,0.58
,,,,,,,,,,,,,16TR042,G,0.38
,,,,,,,,,,,,,16TR042,H,0.43
,,,,,,,,,,,,,16TR042,I,0.49
,,,,,,,,,,,,,16TR042,J,0.49
,,,,,,,,,,,,,16TR042,K,0.55
,,,,,,,,,,,,,16TR042,L,0.65
,,,,,,,,,,,,,16TR042,M,0.72
,,,,,,,,,,,,,16TR042,N,1.24
,,,,,,,,,,,,,16TR042,P,1.34
,,,,,,,,,,,,,16TR042,T,0.41
