Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,
Luoman1,03/06/16-04/06/16,27.93834981,108.8313044,27.93855886,108.8310697,WGS84,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,COLOUR,FEATURES,HASH,,ASH,ASH_HEIGHT,,DZ,DZ_HEIGHT,,PM_SITE,PM_SAMPLE,PM_HEIGHT
25.4,si,sts,brick red,,,,Luoman1-27.19,27.19,,,,,16TR030,A,0.25
1.79,si,sts,brick red,concretions,,,,,,,,,16TR030,B,0.36
0.01,tuff,tuff,tuff,,,,,,,,,,16TR030,C,0.59
1.5,si,sts,brick red,concretions,,,,,,,,,16TR030,D,0.78
,,,,,,,,,,,,,16TR030,E,0.98
,,,,,,,,,,,,,16TR030,F,1.12
,,,,,,,,,,,,,16TR030,G,1.31
,,,,,,,,,,,,,16TR030,H,1.53
,,,,,,,,,,,,,16TR030,I,1.69
,,,,,,,,,,,,,16TR030,J,1.84
,,,,,,,,,,,,,16TR030,K,1.98
,,,,,,,,,,,,,16TR030,L,2.08
,,,,,,,,,,,,,16TR030,M,2.2
,,,,,,,,,,,,,16TR030,N,2.41
,,,,,,,,,,,,,16TR030,P,2.54
,,,,,,,,,,,,,16TR030,Q,2.71
,,,,,,,,,,,,,16TR030,R,2.9
,,,,,,,,,,,,,16TR030,S,3.32
,,,,,,,,,,,,,16TR030,T,3.46
,,,,,,,,,,,,,16TR030,U,3.53
,,,,,,,,,,,,,16TR030,X,3.88
,,,,,,,,,,,,,16TR030,Y,3.99
,,,,,,,,,,,,,16TR030,Z,4.18
,,,,,,,,,,,,,16TR031,A,4.26
,,,,,,,,,,,,,16TR031,B,4.36
,,,,,,,,,,,,,16TR031,C,4.46
,,,,,,,,,,,,,16TR031,D,4.54
,,,,,,,,,,,,,16TR031,E,4.62
,,,,,,,,,,,,,16TR031,F,4.7
,,,,,,,,,,,,,16TR031,G,4.83
,,,,,,,,,,,,,16TR031,H,4.88
,,,,,,,,,,,,,16TR031,I,4.96
,,,,,,,,,,,,,16TR031,J,5.14
,,,,,,,,,,,,,16TR031,L,5.52
,,,,,,,,,,,,,16TR031,M,5.65
,,,,,,,,,,,,,16TR031,N,5.75
,,,,,,,,,,,,,16TR031,P,5.84
,,,,,,,,,,,,,16TR031,Q,5.92
,,,,,,,,,,,,,16TR031,R,6.16
,,,,,,,,,,,,,16TR031,S,6.32
,,,,,,,,,,,,,16TR031,T,6.39
,,,,,,,,,,,,,16TR031,U,6.52
,,,,,,,,,,,,,16TR031,V,6.64
,,,,,,,,,,,,,16TR031,W,7.08
,,,,,,,,,,,,,16TR031,X,7.25
,,,,,,,,,,,,,16TR031,Y,7.37
,,,,,,,,,,,,,16TR031,Z,7.49
,,,,,,,,,,,,,16TR032,A,7.65
,,,,,,,,,,,,,16TR032,B,7.81
,,,,,,,,,,,,,16TR032,C,7.96
,,,,,,,,,,,,,16TR032,E,8.31
,,,,,,,,,,,,,16TR032,F,8.58
,,,,,,,,,,,,,16TR032,G,8.78
,,,,,,,,,,,,,16TR032,H,8.79
,,,,,,,,,,,,,16TR032,I,8.98
,,,,,,,,,,,,,16TR032,J,9.14
,,,,,,,,,,,,,16TR032,K,9.33
,,,,,,,,,,,,,16TR032,L,9.5
,,,,,,,,,,,,,16TR032,M,9.65
,,,,,,,,,,,,,16TR032,N,9.78
,,,,,,,,,,,,,16TR032,P,9.98
,,,,,,,,,,,,,16TR032,Q,10.16
,,,,,,,,,,,,,16TR032,S,10.44
,,,,,,,,,,,,,16TR033,A,10.76
,,,,,,,,,,,,,16TR033,B,10.91
,,,,,,,,,,,,,16TR033,C,11.05
,,,,,,,,,,,,,16TR033,D,11.16
,,,,,,,,,,,,,16TR033,F,11.29
,,,,,,,,,,,,,16TR033,G,11.46
,,,,,,,,,,,,,16TR033,H,11.59
,,,,,,,,,,,,,16TR033,I,11.79
,,,,,,,,,,,,,16TR033,J,11.94
,,,,,,,,,,,,,16TR033,K,12.08
,,,,,,,,,,,,,16TR033,L,12.2
,,,,,,,,,,,,,16TR033,M,13.5
,,,,,,,,,,,,,16TR033,N,13.57
,,,,,,,,,,,,,16TR033,P,13.74
,,,,,,,,,,,,,16TR033,Q,13.88
,,,,,,,,,,,,,16TR033,R,14.1
,,,,,,,,,,,,,16TR033,S,14.24
,,,,,,,,,,,,,16TR033,T,14.45
,,,,,,,,,,,,,16TR033,U,14.65
,,,,,,,,,,,,,16TR033,V,14.78
,,,,,,,,,,,,,16TR033,W,14.87
,,,,,,,,,,,,,16TR033,X,14.98
,,,,,,,,,,,,,16TR033,Y,15.12
,,,,,,,,,,,,,16TR033,Z,15.26
,,,,,,,,,,,,,16TR034,A,25.46
,,,,,,,,,,,,,16TR034,B,25.5
,,,,,,,,,,,,,16TR034,C,25.34
,,,,,,,,,,,,,16TR034,E,25.94
,,,,,,,,,,,,,16TR034,F,26.02
,,,,,,,,,,,,,16TR034,G,26.13
,,,,,,,,,,,,,16TR034,H,26.32
,,,,,,,,,,,,,16TR034,I,26.29
,,,,,,,,,,,,,16TR034,J,26.15
,,,,,,,,,,,,,16TR034,K,26.22
,,,,,,,,,,,,,16TR034,L,26.3
,,,,,,,,,,,,,16TR034,M,26.35
,,,,,,,,,,,,,16TR034,N,26.35
,,,,,,,,,,,,,16TR034,P,26.42
,,,,,,,,,,,,,16TR034,Q,26.46
,,,,,,,,,,,,,16TR034,R,26.54
