Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,
Luoman3,5/6/16,27.94578586,108.828597,27.94608237,108.829752,WGS84,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,COLOUR,FEATURES,HASH,,ASH,ASH_HEIGHT,,DZ,DZ_HEIGHT,,PM_SITE,PM_SAMPLE,PM_HEIGHT
0.7,si,sts,green,,,,Luoman3-30.35,30.35,,,,,16TR037,A,1.67
21.92,si,sts,brick red,,,,,,,,,,16TR037,B,1.77
3.3,cover,cover,cover,,,,,,,,,,16TR037,C,2
4.43,si,sts,brick red,,,,,,,,,,16TR037,D,2.2
0.02,tuff,tuff,tuff,,,,,,,,,,16TR037,E,2.49
8.94,si,sts,brick red,,,,,,,,,,16TR037,F,2.6
,,,,,,,,,,,,,16TR037,G,2.97
,,,,,,,,,,,,,16TR037,H,3.12
,,,,,,,,,,,,,16TR037,I,3.29
,,,,,,,,,,,,,16TR037,J,3.48
,,,,,,,,,,,,,16TR037,K,3.7
,,,,,,,,,,,,,16TR037,L,3.97
,,,,,,,,,,,,,16TR037,M,4.18
,,,,,,,,,,,,,16TR037,N,4.39
,,,,,,,,,,,,,16TR037,P,4.67
,,,,,,,,,,,,,16TR037,Q,5.01
,,,,,,,,,,,,,16TR037,R,5.27
,,,,,,,,,,,,,16TR037,S,5.51
,,,,,,,,,,,,,16TR037,T,5.83
,,,,,,,,,,,,,16TR037,U,5.99
,,,,,,,,,,,,,16TR037,W,6.53
,,,,,,,,,,,,,16TR037,X,6.81
,,,,,,,,,,,,,16TR037,Y,6.97
,,,,,,,,,,,,,16TR037,Z,7.16
,,,,,,,,,,,,,16TR038,A,7.78
,,,,,,,,,,,,,16TR038,B,8.04
,,,,,,,,,,,,,16TR038,C,8.33
,,,,,,,,,,,,,16TR038,D,8.8
,,,,,,,,,,,,,16TR038,E,9.04
,,,,,,,,,,,,,16TR038,F,9.26
,,,,,,,,,,,,,16TR038,G,9.25
,,,,,,,,,,,,,16TR038,H,9.62
,,,,,,,,,,,,,16TR038,I,9.81
,,,,,,,,,,,,,16TR038,J,10
,,,,,,,,,,,,,16TR038,K,10.15
,,,,,,,,,,,,,16TR038,L,10.36
,,,,,,,,,,,,,16TR038,M,10.56
,,,,,,,,,,,,,16TR038,N,10.76
,,,,,,,,,,,,,16TR038,P,10.86
,,,,,,,,,,,,,16TR038,Q,11.65
,,,,,,,,,,,,,16TR038,R,11.63
,,,,,,,,,,,,,16TR038,S,12.22
,,,,,,,,,,,,,16TR038,T,12.38
,,,,,,,,,,,,,16TR038,U,12.39
,,,,,,,,,,,,,16TR038,V,12.6
,,,,,,,,,,,,,16TR038,W,12.84
,,,,,,,,,,,,,16TR038,X,13.16
,,,,,,,,,,,,,16TR038,Y,13.49
,,,,,,,,,,,,,16TR038,Z,13.66
,,,,,,,,,,,,,16TR039,B,14.79
,,,,,,,,,,,,,16TR039,C,15.01
,,,,,,,,,,,,,16TR039,D,15.16
,,,,,,,,,,,,,16TR039,E,15.3
,,,,,,,,,,,,,16TR039,F,15.56
,,,,,,,,,,,,,16TR039,G,15.75
,,,,,,,,,,,,,16TR039,H,15.91
,,,,,,,,,,,,,16TR039,I,16
,,,,,,,,,,,,,16TR039,J,16.47
,,,,,,,,,,,,,16TR039,K,16.62
,,,,,,,,,,,,,16TR039,L,17.21
,,,,,,,,,,,,,16TR039,M,17.66
,,,,,,,,,,,,,16TR039,N,18.2
,,,,,,,,,,,,,16TR039,P,18.36
,,,,,,,,,,,,,16TR039,Q,18.45
,,,,,,,,,,,,,16TR039,R,18.68
,,,,,,,,,,,,,16TR039,S,18.82
,,,,,,,,,,,,,16TR039,T,18.91
,,,,,,,,,,,,,16TR039,U,20.58
,,,,,,,,,,,,,16TR039,V,20.75
,,,,,,,,,,,,,16TR039,W,20.89
,,,,,,,,,,,,,16TR039,X,21.08
,,,,,,,,,,,,,16TR040,A,26.01
,,,,,,,,,,,,,16TR040,B,26.37
,,,,,,,,,,,,,16TR040,C,26.63
,,,,,,,,,,,,,16TR040,D,27.47
,,,,,,,,,,,,,16TR040,E,28.38
,,,,,,,,,,,,,16TR040,F,29.83
,,,,,,,,,,,,,16TR040,G,30.1
,,,,,,,,,,,,,16TR040,H,30.3
,,,,,,,,,,,,,16TR040,J,30.56
,,,,,,,,,,,,,16TR040,K,30.68
,,,,,,,,,,,,,16TR040,L,30.98
,,,,,,,,,,,,,16TR040,N,31.78
,,,,,,,,,,,,,16TR040,P,32.54
,,,,,,,,,,,,,16TR040,Q,32.76
,,,,,,,,,,,,,16TR040,R,33.17
,,,,,,,,,,,,,16TR040,S,33.38
,,,,,,,,,,,,,16TR040,T,34.29
,,,,,,,,,,,,,16TR040,U,34.91
