tab	specimens
specimen	sample	analysts	citations	method_codes	volume	weight
TR016-Aa	TR016-A		This study	LP-NOMAG		
TR016-Ba	TR016-B		This study	LP-NOMAG		
TR016-Ca	TR016-C		This study	LP-NOMAG		
TR016-Da	TR016-D		This study	LP-NOMAG		
TR016-Ea	TR016-E		This study	LP-NOMAG		
TR016-Fa	TR016-F		This study	LP-NOMAG		
TR016-Ia	TR016-I		This study	LP-NOMAG		
TR016-Ja	TR016-J		This study	LP-NOMAG		
