,site_info,,,,,,,,,,,,,,,,,,,,,
site_id,TR016,,,,,,,,,,,,,,,,,,,,,
site_name,Mingyaci,,,,,,,,,,,,,,,,,,,,,
site_lat,27.91637829,(N),,,,,,,,,,,,,,,,,,,,
site_long,108.820687,(E),,,,,,Sun Compass Information,,,,,,,,,Calculated Fields,,,,,
site_elevation,0,,,,,,,,,,,,,,,,,,,,,
sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike
-Aa,mag compass orientation (IGRF corrected),766,344,61.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,341.3,nan
-Ba,mag compass orientation (IGRF corrected),766.23,328,54.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,325.3,nan
-Ca,mag compass orientation (IGRF corrected),766.3,339,61.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,336.3,nan
-Da,mag compass orientation (IGRF corrected),766.72,263,30.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,260.3,nan
-Ea,mag compass orientation (IGRF corrected),766.88,261,32.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,258.3,nan
-Fa,mag compass orientation (IGRF corrected),767,264,29.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,261.3,nan
-Ia,mag compass orientation (IGRF corrected),767.68,338,71.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,335.3,nan
-Ja,mag compass orientation (IGRF corrected),767.89,337,54.0,41.0,43.5,no,nan,8.0,2016.0,5.0,30.0,1.0,1.0,1.0,nan,nan,[357.31135107719047; 43.31190257669; 48790.697864456415],-2.6886489228095343,insufficient data,334.3,nan
