key,alpha95,csd,dec,inc,k,n,r,dip_direction,strike,dip
16TR001_16TR002,1.298789530802233,1.8986547112616865,226.87190179229654,37.768378392317445,1820.0279406813938,8.0,7.996153905199181,46.87190179229651,316.9,52.2
16TR003,2.289491416062888,2.76618174543348,232.84037747091207,37.83952716444128,857.4496269816626,6.0,5.994168753658917,52.840377470912074,322.8,52.2
16TR004,2.66822937343046,4.467281212424357,83.84335938054546,59.826956270214914,328.76339304185865,10.0,9.972624689395227,263.84335938054545,173.8,30.2
16TR005,9.105259887402466,12.087453761163324,291.58216071295726,45.34534410897838,44.9055878715617,7.0,6.866386338885906,111.58216071295726,21.6,44.7
16TR006_16TR007_16TR008_16TR009,1.687174303662492,4.18177751811431,212.55470117221333,45.71975926194171,375.1873532658092,20.0,19.949358634200713,32.5547011722133,302.6,44.3
16TR010_16TR011,2.692447633669136,4.507708699362064,200.01701610074477,47.4604430734296,322.89279314504006,10.0,9.97212697157983,20.01701610074474,290.0,42.5
16TR012,2.6099304554933167,2.299950494950585,223.76699812313933,50.75312634302446,1240.3180427576328,4.0,3.9975812655330483,43.76699812313933,313.8,39.2
16TR013,2.060157332940636,2.1800488749201348,201.49501106285294,66.26432746744874,1380.5037073363992,5.0,4.997102506875756,21.49501106285294,291.5,23.7
16TR014_16TR015,3.3873018930687064,3.5823310281466343,163.79637779340266,60.65042468762141,511.2562242926577,5.0,4.992176134372674,343.79637779340266,253.8,29.3
16TR016,1.7192357255232882,1.5153765825070227,310.9816043322069,46.50435607268468,2857.122717484499,4.0,3.9989499925986234,130.98160433220693,41.0,43.5
16TR017,4.110875397369519,3.620545227337071,305.6551257593732,52.2863061701397,500.5207466674756,4.0,3.9940062424585308,125.65512575937322,35.7,37.7
16TR018_16TR019,6.915841522357123,7.292622866280909,308.4549586260406,52.32414106336187,123.36800110282685,5.0,4.967576681438925,128.4549586260406,38.5,37.7
16TR020,3.3615449570638805,2.9615376652774246,3.1533080816310437,79.50109415987978,748.0584221591126,4.0,3.995989618041675,183.15330808163105,93.2,10.5
16TR021_16TR022,2.631005812147291,4.659983671928199,299.3774803324526,58.44980549632621,302.1351460760776,11.0,10.966902228589182,119.37748033245259,29.4,31.6
16TR023,1.8368095315314088,2.21968487530611,297.80739333206066,64.1964147850974,1331.6417172145518,6.0,5.996245236285884,117.80739333206066,27.8,25.8
