,site_info,,,,,,,,,,,,,,,,,,,,,
-Ma,mag compass orientation (IGRF corrected),10.56,97,69.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,94.3,nan
-Na,mag compass orientation (IGRF corrected),10.76,98,66.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,95.3,nan
-Pa,mag compass orientation (IGRF corrected),10.86,94,70.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,91.3,nan
-Qa,mag compass orientation (IGRF corrected),11.65,121,94.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,118.3,nan
-Ra,mag compass orientation (IGRF corrected),11.63,91,72.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,88.3,nan
-Sa,mag compass orientation (IGRF corrected),12.22,87,69.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,84.3,nan
-Ta,mag compass orientation (IGRF corrected),12.38,95,69.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,92.3,nan
-Ua,mag compass orientation (IGRF corrected),12.39,98,70.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,95.3,nan
-Va,mag compass orientation (IGRF corrected),12.6,102,62.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,99.3,nan
-Wa,mag compass orientation (IGRF corrected),12.84,95,67.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,92.3,nan
-Xa,mag compass orientation (IGRF corrected),13.16,14,62.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,11.3,nan
-Ya,mag compass orientation (IGRF corrected),13.49,89,67.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,86.3,nan
-Za,mag compass orientation (IGRF corrected),13.66,16,75.0,351.7,16.3,no,nan,8.0,2016.0,6.0,5.0,1.0,1.0,1.0,nan,nan,[357.30526966497433; 43.36140576197643; 48807.92028262113],-2.6947303350256675,insufficient data,13.3,nan
