tab	specimens
specimen	sample	analysts	citations	method_codes	volume	weight
TR026-Aa	TR026-A		This study	LP-NOMAG		
TR026-Ba	TR026-B		This study	LP-NOMAG		
TR026-Ca	TR026-C		This study	LP-NOMAG		
TR026-Da	TR026-D		This study	LP-NOMAG		
TR026-Ea	TR026-E		This study	LP-NOMAG		
TR026-Ga	TR026-G		This study	LP-NOMAG		
TR026-Ha	TR026-H		This study	LP-NOMAG		
TR026-Ia	TR026-I		This study	LP-NOMAG		
TR026-Ja	TR026-J		This study	LP-NOMAG		
